Table Name,Field Name,Field Type,Description,Example,Include,Tags,Transformation,Target Deployment,Flag,Table Reference,Field Reference,Is Primary?,Unique,Risk Status,Risk Type,Transformation1,Change Notes
DIM_SPECIMEN_STATUS,STANDARD_SPECIMEN_STATUS_DESCRIPTION,VARCHAR 255,The description of the specimen status,UNKNOWN,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_SPECIMEN_STATUS,STANDARD_SPECIMEN_STATUS_NAME,VARCHAR 100,The name of the specimen status,UNKNOWN,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_SURGICAL_CASE_NOTE_BRIDGE,CLINICAL_DOCUMENT_ID,BIGINT 8,,,Yes,,HASHING,Q2-Q4 2020,,,,,,High,Unique ID,Hashed,
DIM_SURGICAL_CASE_NOTE_BRIDGE,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_CASE_NOTE_BRIDGE,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_CASE_NOTE_BRIDGE,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_CASE_NOTE_BRIDGE,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_CASE_NOTE_BRIDGE,PATIENT_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_PATIENT table which provides information about the specified patient,,Yes,,HASHING,Q2-Q4 2020,,,,,,High,Unique ID,Hashed,
DIM_SURGICAL_CASE_NOTE_BRIDGE,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_NOTE_BRIDGE,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_NOTE_BRIDGE,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_NOTE_BRIDGE,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_NOTE_BRIDGE,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,,Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_SURGICAL_CASE_NOTE_BRIDGE,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_NOTE_BRIDGE,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,,No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_NOTE_BRIDGE,SURGICAL_CASE_FPK,BIGINT 8,Unique identifier used as a foreign key which contains a value that identifies a specific row within the FACT_SURGICAL_CASE table,,Yes,,HASHING,Q2-Q4 2020,,FACT_SURGICAL_CASE,SURGICAL_CASE_FPK,FOREIGN,,Low,-,Hashed,
DIM_SURGICAL_CASE_NOTE_BRIDGE,SURGICAL_CASE_ID,VARCHAR 50,Identifier assigned to surgical case,1234567,Yes,,HASHING,Q2-Q4 2020,,,,,,High,Unique ID,Hashed,
DIM_SURGICAL_CASE_NOTE_BRIDGE,SURGICAL_CASE_NOTE_BRIDGE_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_SURGICAL_CASE_NOTE_BRIDGE table,,Yes,,HASHING,Q2-Q4 2020,,DIM_SURGICAL_CASE_NOTE_BRIDGE,,PRIMARY,Yes,High,Unique ID,Hashed,8/31 New field
DIM_SURGICAL_CASE_PRIORITY,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_CASE_PRIORITY,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_CASE_PRIORITY,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_CASE_PRIORITY,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_CASE_PRIORITY,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_PRIORITY,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_PRIORITY,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_PRIORITY,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_PRIORITY,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_SURGICAL_CASE_PRIORITY,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_PRIORITY,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_PRIORITY,STANDARD_SURGICAL_CASE_PRIORITY_CODE,VARCHAR 50,Not being used,Unknown,No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_PRIORITY,STANDARD_SURGICAL_CASE_PRIORITY_DESCRIPTION,VARCHAR 255,Not being used,Unknown,No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_PRIORITY,STANDARD_SURGICAL_CASE_PRIORITY_DK,BIGINT 8,Not being used,"(Key value), (-99999)",No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_CASE_PRIORITY,SURGICAL_CASE_PRIORITY_CODE,VARCHAR 50,The priority of the surgical case,E,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_SURGICAL_CASE_PRIORITY,SURGICAL_CASE_PRIORITY_DESCRIPTION,VARCHAR 255,Description of the priority code,Elective and Emergent,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_SURGICAL_CASE_PRIORITY,SURGICAL_CASE_PRIORITY_DK,BIGINT 8,Unique Identifier used as a primary key which contains a value that identifies a specific row within the DIM_SURGICAL_CASE_PRIORITY table. This value is also used in the FACT_SURGICAL_PROCEDURE table to establish this relationship,(Key value),Yes,,,Q2-Q4 2020,,DIM_SURGICAL_CASE_PRIORITY,,PRIMARY,Yes,Low,-,No change,
DIM_SURGICAL_PROCEDURE,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_PROCEDURE,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_PROCEDURE,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_PROCEDURE,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_PROCEDURE,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_SURGICAL_PROCEDURE,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE,STANDARD_SURGICAL_PROCEDURE_CODE,VARCHAR 50,Not being used,Unknown,No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE,STANDARD_SURGICAL_PROCEDURE_DESCRIPTION,VARCHAR 255,Not being used,Unknown,No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE,STANDARD_SURGICAL_PROCEDURE_DK,BIGINT 8,Not being used,"(Key value), (-99999)",No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE,SURGICAL_PROCEDURE_CODE,VARCHAR 50,Code designating the surgical procedure,01NB0ZZ,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_SURGICAL_PROCEDURE,SURGICAL_PROCEDURE_DESCRIPTION,VARCHAR 255,The description of the corresponding ICD-9-CM procedure code,SuperSaturated oxygen therapy,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_SURGICAL_PROCEDURE,SURGICAL_PROCEDURE_DK,BIGINT 8,Unique Identifier used as a primary key which contains a value that identifies a specific row within the DIM_SURGICAL_PROCEDURE table. This value is also used in the FACT_SURGICAL_PROCEDURE table to establish this relationship,(Key value),Yes,,,Q2-Q4 2020,,DIM_SURGICAL_PROCEDURE,,PRIMARY,Yes,Low,-,No change,
DIM_SURGICAL_PROCEDURE,SURGICAL_PROCEDURE_TYPE_CODE,VARCHAR 15,Code denoting type of procedure,ICD9_PROC,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_SURGICAL_PROCEDURE_GROUPING,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_PROCEDURE_GROUPING,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_PROCEDURE_GROUPING,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_PROCEDURE_GROUPING,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_SURGICAL_PROCEDURE_GROUPING,REPORT_TO_NHSN_INDICATOR,CHARACTER 1,Indicator signifying if the data is reported to National Healthcare Safety Network,(All rows = ~),Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_SURGICAL_PROCEDURE_GROUPING,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE_GROUPING,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE_GROUPING,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE_GROUPING,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE_GROUPING,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_SURGICAL_PROCEDURE_GROUPING,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE_GROUPING,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE_GROUPING,STANDARD_SURGICAL_PROCEDURE_GROUP_CODE,VARCHAR 50,Not being used,Unknown,No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE_GROUPING,STANDARD_SURGICAL_PROCEDURE_GROUP_DESCRIPT,VARCHAR 255,Not being used,Unknown,No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE_GROUPING,STANDARD_SURGICAL_PROCEDURE_GROUP_DK,BIGINT 8,Not being used,"(Key value), (-99999)",No,,,Q2-Q4 2020,,,,,,,,,
DIM_SURGICAL_PROCEDURE_GROUPING,SURGICAL_PROCEDURE_GROUP_CODE,VARCHAR 50,Code assigned to a surgical group,CARD,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_SURGICAL_PROCEDURE_GROUPING,SURGICAL_PROCEDURE_GROUP_DESCRIPTION,VARCHAR 255,Description of the surgical group,CARDIAC SURGERY,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_SURGICAL_PROCEDURE_GROUPING,SURGICAL_PROCEDURE_GROUP_DK,BIGINT 8,Unique Identifier used as a primary key which contains a value that identifies a specific row within the DIM_SURGICAL_PROCEDURE_GROUPING table. This value is also used in the FACT_SURGICAL_PROCEDURE table to establish this,(Key value),Yes,,,Q2-Q4 2020,,DIM_SURGICAL_PROCEDURE_GROUPING,,PRIMARY,Yes,Low,-,No change,
DIM_TIME_MINUTE,AM_PM_TEXT,CHARACTER 2,AM or PM identifier for non-military time,PM,No,,,Never,,,,,,,,,
DIM_TIME_MINUTE,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,No,,,Q2-Q4 2021,SYNTHETIC,,,,,,,,
DIM_TIME_MINUTE,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,No,,,Q2-Q4 2021,SYNTHETIC,,,,,,,,
DIM_TIME_MINUTE,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,No,,,Q2-Q4 2021,,,,,,,,,
DIM_TIME_MINUTE,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,No,,,Q2-Q4 2021,,,,,,,,,
DIM_TIME_MINUTE,FIFTEEN_MINUTE_INTERVAL_NUMBER,INTEGER 4,Closest 15-minute interval number (e.g. 4:25 PM will have 30 as interval number),30,No,,,Never,,,,,,,,,
DIM_TIME_MINUTE,HALF_HOUR_NUMBER,INTEGER 4,Closest 30-minute interval number (e.g. 4:40 PM will have 60 as interval number),60,No,,,Never,,,,,,,,,
DIM_TIME_MINUTE,HH_MM_12_HOUR_TEXT,VARCHAR 255,Specific time formatted in 12-hour notation (e.g. 4:30 PM will have 4:30 PM),4:30 PM,No,,,Never,,,,,,,,,
DIM_TIME_MINUTE,HH_MM_24_HOUR_TEXT,VARCHAR 255,"Specific time formatted in 24-hour notation, also known as military time (e.g. 4:30 PM will be represented as 16:30)",16:30,No,,,Never,,,,,,,,,
DIM_TIME_MINUTE,MINUTE_IN_DAY_NUMBER,INTEGER 4,Specific minute in day (e.g. 4:30 PM is the 990th minute in the day),990,No,,,Never,,,,,,,,,
DIM_TIME_MINUTE,MINUTE_NUMBER,INTEGER 4,Minute part of a specific time (e.g. 4:30 PM will have 30 as the minute number),30,No,,,Never,,,,,,,,,
DIM_TIME_MINUTE,PM_INDICATOR,CHARACTER 1,Y/N flag indicating whether the specific time is after 12 noon and before 12 midnight,Y,No,,,Never,,,,,,,,,
DIM_TIME_MINUTE,QUARTER_HOUR_INTERVAL_NUMBER,INTEGER 4,Closest quarter-hour interval within 1 hour (e.g. 4:35 PM will have 3 as the quarter-hour interval),3,No,,,Never,,,,,,,,,
DIM_TIME_MINUTE,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Never,,,,,,,,,
DIM_TIME_MINUTE,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Never,,,,,,,,,
DIM_TIME_MINUTE,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Never,,,,,,,,,
DIM_TIME_MINUTE,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Never,,,,,,,,,
DIM_TIME_MINUTE,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Ignore,,,Never,,,,,,,,,
DIM_TIME_MINUTE,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Never,,,,,,,,,
DIM_TIME_MINUTE,TIME_MINUTE_DK,BIGINT 8,"Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time. NOTE: Unlike other DK fields, this key contains the value of the time in HHMM format",(Key value),No,,,Never,,,,,,,,,
DIM_TIME_MINUTE,TWELVE_HOUR_NUMBER,INTEGER 4,"Hour part of a specific time, based on a twelve-hour clock (e.g. 4:30 PM will have 4 as twelve-hour number)",4,No,,,Never,,,,,,,,,
DIM_TIME_MINUTE,TWENTY_FOUR_HOUR_NUMBER,INTEGER 4,"Hour part of a specific time, based on a 24-hour clock (e.g. 4:30 PM or 16:00 will have 16 as the 24-hour number)",16,No,,,Never,,,,,,,,,
DIM_VACCINE_NAME,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_VACCINE_NAME,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_VACCINE_NAME,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_VACCINE_NAME,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_VACCINE_NAME,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_NAME,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_NAME,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_NAME,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_NAME,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
DIM_VACCINE_NAME,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_NAME,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_NAME,VACCINE_CODE,VARCHAR 50,The code for the vaccine,LYME DISEASE,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_VACCINE_NAME,VACCINE_DESCRIPTION,VARCHAR 255,The description of the vaccine,Lyme Disease vaccine Susp IM,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_VACCINE_NAME,VACCINE_NAME_DK,BIGINT 8,Unique identifier used as a primary key within the DIM_VACCINE_NAME table and referenced as a foreign key from the FACT_IMMUNIZATIONS  table,(Key value),Yes,,,Q2-Q4 2020,,DIM_VACCINE_NAME,,PRIMARY,Yes,Low,-,No change,
DIM_VACCINE_UNIT,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_VACCINE_UNIT,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_VACCINE_UNIT,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_VACCINE_UNIT,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_VACCINE_UNIT,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_UNIT,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_UNIT,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_UNIT,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_UNIT,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
DIM_VACCINE_UNIT,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_UNIT,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
DIM_VACCINE_UNIT,VACCINE_UNIT_CODE,VARCHAR 50,The unit code of the vaccine,TAB,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_VACCINE_UNIT,VACCINE_UNIT_DESCRIPTION,VARCHAR 100,The description of the vaccine unit code,TABLET,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_VACCINE_UNIT,VACCINE_UNIT_DK,BIGINT 8,Unique identifier used as a primary key within the DIM_VACCINE_UNIT table and referenced as a foreign key from the FACT_IMMUNIZATIONS table,(Key value),Yes,,,Q2-Q4 2020,,DIM_VACCINE_UNIT,,PRIMARY,Yes,Low,-,No change,
DIM_WOUND_TYPE,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_WOUND_TYPE,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_WOUND_TYPE,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_WOUND_TYPE,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_WOUND_TYPE,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_WOUND_TYPE,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_WOUND_TYPE,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_WOUND_TYPE,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_WOUND_TYPE,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
